what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1768205884277
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1768205884278
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1768205884279
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1768205884279
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1768205884279
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1768205884280
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1768205884280
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1768205884281
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1768205884281
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1768205884282
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1768205884282
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1768205884283
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1768205884283
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1768205884283
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1768205884283
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1768205884284
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1768205884284
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1768205884285
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1768205884285
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1768205884286
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1768205884286
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1768205884287
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1768205884288
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1768205884289
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1768205884290
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1768205884290
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1768205884290
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1768205884291
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1768205884292
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1768205884292
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1768205884292
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1768205884293
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1768205884293
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1768205884293
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1768205884294
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1768205884294
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1768205884295
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1768205884295
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1768205884308
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1768205884309
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1768205884309
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1768205884309
os,sysinfo,,,"win32",1768205884311
arch,sysinfo,,,"x86",1768205884311
ws,sysinfo,,,"win32",1768205884311
locale,sysinfo,,,"en_US",1768205884311
processors,sysinfo,,,"16",1768205884312
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1768205884312
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1768205884312
java.specification.name,sysinfo,,,"Java Platform API Specification",1768205884312
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1768205884312
java.specification.version,sysinfo,,,"1.6",1768205884312
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1768205884312
java.version,sysinfo,,,"1.6.0_23",1768205884312
java.vm.info,sysinfo,,,"mixed mode",1768205884312
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1768205884312
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1768205884312
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1768205884312
java.vm.specification.version,sysinfo,,,"1.0",1768205884312
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1768205884312
java.vm.version,sysinfo,,,"19.0-b09",1768205884312
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1768205884313
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1768205884376
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1768205884424
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1768205885327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1768205885487
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1768205886044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1768205887808
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1768205890030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1768205891391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1768205961583
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1768205978460
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1768205978516
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1768205983982
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1768205985381
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1768205985384
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1768205989691
